time,category,message,day
10:00,معلومة علمية,هل تعلم أن نقص فيتامين د مرتبط بزيادة خطر الإصابة ببعض الأمراض المزمنة؟  اشعة الشمس مصدر أساسي لفيتامين د، لذا حاول قضاء بعض الوقت في الشمس كل يوم (مع الحماية من أشعة UV، طبعاً).,22
12:00,وجبة الغداء,"وجبة غداء اليوم: سلطة كبيرة تتكون من: خس روماني، طماطم، خيار،  دجاج مشوي (100 غرام)،  حبة أفوكادو، ورشة من زيت الزيتون. 
فوائد: الخضار غنية بالفيتامينات والمعادن والألياف. الدجاج مصدر بروتين عالي الجودة. الأفوكادو مصدر للدهون الصحية وفيتامين K.",22
14:00,تحدي رياضي,"تحدي اليوم: تمارين شد الجسم.  كرر كل تمرين 15 مرة، 3 جولات.  
- شد البطن 
- شد الساقين 
- شد الذراعين 
- شد الأرداف 
الفائدة: تقوية العضلات وتحسين اللياقة البدنية.",22
16:00,وجبة خفيفة,"وجبة خفيفة:  حبة من الفواكه (موزة مثلاً) مع كوب من اللبن منزوع الدسم.  
فوائد:  مصدر للطاقة السريعة والبوتاسيوم والألياف.",22
19:00,وجبة العشاء,"وجبة عشاء اليوم: سمك مشوي (120 غرام) مع  خضار مشوية (بقدونس، جزر، فلفل ألوان)  
فوائد: السمك مصدر ممتاز لأحماض أوميغا 3 الدهنية،  والخضار المشوية غنية بالمعادن والفيتامينات.",22
21:00,استرخاء وتأمل,قبل النوم، خصص 10 دقائق للاسترخاء.  جرب تقنية التنفس العميق: استنشق ببطء لمدة 4 ثوانٍ، واحبس نفسك لمدة 2 ثوانٍ، ثم زفر ببطء لمدة 6 ثوانٍ. كرر هذا 10 مرات على الأقل.  سيساعدك هذا على تهدئة ذهنك وجسمك.,22
07:00,تحفيز صباحي,صباح الخير! يومنا اليوم مخصص لصحة الجهاز الهضمي.  ابدأ يومك بكأس ماء دافئ مع عصير ليمون لتحفيز عملية الهضم. تذكر،  صحة الجهاز الهضمي هي أساس صحة الجسم بأكمله.  هدفنا اليوم:  الانتباه لكل ما نتناوله ومدى تأثيره على معدتنا!,23
08:00,وجبة الفطور,وجبة الفطور:  شريحتان من خبز القمح الكامل (غني بالألياف التي تساعد على الهضم)، بيضة مسلوقة (مصدر ممتاز للبروتين)، حفنة من التوت (غني بمضادات الأكسدة)، ورشة من بذور الكتان (غنية بالأوميغا 3 المفيدة لصحة القلب والأمعاء).,23
09:30,معلومة علمية,هل تعلم أن البروبيوتيك، الموجودة في الزبادي والكومبوشا، تساعد على تحسين صحة الأمعاء عن طريق تعزيز نمو البكتيريا النافعة؟  تناولها بانتظام يساهم في تحسين الهضم ومنع الإمساك.,23
11:00,تحدي رياضي,تحدي اليوم:  تمرين الضغط (Push-ups).  قم بـ 3 جولات من 10-15 ضغطة، مع راحة قصيرة بين الجولات.  هذا التمرين يقوي عضلات الصدر والكتفين والذراعين، مما يحسن من قوة الجسم وقدرته على التحمل.,23
13:00,وجبة الغداء,وجبة الغداء:  سلطة كبيرة من الخضراوات الورقية (الخس، الجرجير، سبانخ) مع قطع دجاج مشوي (مصدر بروتين عالي الجودة)، أفوكادو (غني بالدهون الصحية)، وخبز قمح كامل صغير.  هذه الوجبة غنية بالألياف والمعادن الضرورية لصحة الجهاز الهضمي.,23
15:00,نصيحة صحية,تجنب شرب المشروبات الغازية والمحليات الصناعية، حيث أنها تسبب اضطرابات في الجهاز الهضمي.  اختر الماء أو الشاي الأخضر بدلاً منها.,23
17:00,وجبة العصر,وجبة العصر:  زبادي يوناني مع ملعقة من العسل وبعض المكسرات (لوز، جوز).  الزبادي غني بالبروبيوتيك التي تحسن صحة الأمعاء، بينما المكسرات توفر الدهون الصحية والألياف.,23
19:00,وجبة العشاء,وجبة العشاء:  شوربة خضار خفيفة (كوسا، جزر، بصل، طماطم) مع سمك مشوي (غني بأحماض أوميغا 3 الدهنية).  وجبة خفيفة وسهلة الهضم قبل النوم.,23
21:00,استرخاء وتأمل,قبل النوم، خصص 10 دقائق للاسترخاء من خلال تمارين التنفس العميق. استلق على ظهرك، أغلق عينيك، وركز على شهيقك وزفيرك ببطء وعمق. هذا يساعد على تهدئة الجهاز العصبي وتحسين نوعية نومك.,23
07:00,تحفيز صباحي,صباح الخير! يومك 24 من 100!  لتحقيق أهدافك الصحية، ركز اليوم على الوعي بكل ما تتناوله وتفعله.  ابدأ يومك بكأس ماء دافئ مع ليمونة، لتحفيز عملية الهضم وتعزيز المناعة.,24
08:00,وجبة الفطور,وجبة فطور غنية بالألياف والبروتين:  شوفان (مصدر ألياف قابلة للذوبان، تنظم مستوى السكر في الدم) مع زبادي يوناني (غني بالبروتين، يعزز الشعور بالشبع) ، وكمية من التوت (غني بمضادات الأكسدة، تحمي الخلايا من التلف) وبذور الكتان (مصدر للأوميغا 3، مفيد لصحة القلب).,24
09:30,معلومة علمية,هل تعلم أن نقص فيتامين د يرتبط بزيادة خطر الإصابة بالاكتئاب؟  تعرض نفسك لأشعة الشمس لمدة 15 دقيقة يوميًا (مع استخدام واقي شمس مناسب)  يساعد على زيادة إنتاج الجسم لفيتامين د، مما يحسن المزاج ويقوي العظام.,24
11:00,تحدي رياضي,تحدي اليوم: تمارين شد عضلات البطن.  3 جولات من كل تمرين:  (1)  تمرين بلانك (ثبات الجسم على المرفقين والقدمين، 30 ثانية). (2)  رفع الساقين (رفع الساقين من وضعية الاستلقاء، 15 تكرار). (3)  الكرانش (رفع الجزء العلوي من الجسم من وضعية الاستلقاء، 20 تكرار).  الفائدة: تقوية عضلات البطن، تحسين الوضعية، حماية الظهر.,24
13:00,وجبة الغداء,وجبة غداء متوازنة: سلطة كبيرة من الخضروات الورقية (الخس، الجرجير، سبانخ) مع الأفوكادو (مصدر للدهون الصحية، مفيد لصحة القلب)،  صدر دجاج مشوي (بروتين عالي الجودة)،  وحبة من الخبز الأسمر (مصدر للألياف المعقدة). ,24
15:00,نصائح غذائية,تناول وجبات صغيرة ومتكررة على مدار اليوم بدلاً من وجبات كبيرة، يساعد على تحسين عملية الهضم وتنظيم مستوى السكر في الدم، ويساعدك على الشعور بالشبع لفترة أطول.,24
17:00,وجبة العصر,وجبة عصر خفيفة:  مزيج من المكسرات (لوز، كاجو، جوز)  (مصدر للدهون الصحية والبروتين والألياف) مع قطعة من الفاكهة (تفاحة أو موزة)  (مصدر للسكريات الطبيعية والألياف).,24
19:00,وجبة العشاء,وجبة عشاء خفيفة وسهلة الهضم: حساء العدس (غني بالبروتين والألياف،  مفيد للجهاز الهضمي) مع خبز القمح الكامل.,24
21:00,استرخاء وتأمل,قبل النوم، خصص 10 دقائق للاسترخاء.  مارس تمارين التنفس العميق: استنشق ببطء من أنفك، واحبس أنفاسك للحظة، ثم زفر ببطء من فمك. كرر ذلك 10 مرات. هذا يساعد على تهدئة الجهاز العصبي وتسهيل النوم.,24
07:00,تحفيز صباحي,صباح الخير! يومنا اليوم مخصص لصحة الجهاز الهضمي.  ابدأ يومك بكوب من الماء الدافئ مع الليمون لتنشيط عملية الهضم.  تحدي اليوم: تناول وجبة فطور غنية بالألياف قبل الساعة 8:00 صباحًا. #صحة_الهضم #يوم_25_من_100,25
08:00,وجبة الفطور,وجبة الفطور:  شوفان (غني بالألياف التي تساعد على تنظيم حركة الأمعاء) مع  موزة (مصدر للبوتاسيوم والطاقة) وربع كوب من التوت (غني بمضادات الأكسدة).  إضافة بذور الكتان (مصدر للأوميغا 3 التي تدعم صحة الجهاز الهضمي). #وجبة_صحية #فطور_صحي #ألياف,25
10:00,معلومة علمية,هل تعلم أن البروبيوتيك (البكتيريا النافعة) تلعب دورًا حيويًا في صحة الجهاز الهضمي؟  توجد هذه البكتيريا في الأطعمة المخمرة مثل الزبادي والكمأة.  ساعد في تعزيز توازن البكتيريا النافعة في أمعائك! #بروبيوتيك #صحة_الأمعاء #بكتيريا_نافعة,25
12:00,وجبة الغداء,وجبة الغداء: سلطة كبيرة تحتوي على الخضروات الورقية (غنية بالفيتامينات والمعادن)،  دجاج مشوي (مصدر للبروتين)،  حبة أفوكادو (غنية بالأحماض الدهنية الصحية)،  وحبة صغيرة من الكينوا (غنية بالألياف والبروتين). #غداء_صحي #سلطة #كينوا,25
14:00,تحدي رياضي,تحدي اليوم:  تمرين المشي السريع لمدة 30 دقيقة.  ركز على المشي بوتيرة سريعة  مع الحفاظ على التنفس المنتظم.  الفائدة: تحسين الهضم وتقوية عضلات الجسم. #مشي #رياضة #لياقة_بدنية,25
16:00,وجبة خفيفة,وجبة خفيفة:  تفاحة متوسطة الحجم (غنية بالألياف والفيتامينات) مع ملعقتين من زبدة اللوز (مصدر للبروتين والدهون الصحية). #وجبة_خفيفة_صحية #تفاح #زبدة_اللوز,25
18:00,معلومة علمية,الماء ضروري لصحة الجهاز الهضمي!  يساعد الماء على تسهيل حركة الطعام عبر الجهاز الهضمي ويمنع الإمساك.  اشرب ما لا يقل عن 8 أكواب من الماء يوميًا. #ماء #ترطيب #صحة,25
20:00,وجبة العشاء,وجبة العشاء:  شوربة خضار خفيفة (غنية بالفيتامينات والمعادن) مع قطعة صغيرة من سمك السلمون (غني بأحماض أوميغا 3 الدهنية).  تجنب تناول وجبات دسمة قبل النوم. #عشاء_صحي #شوربة #سمك_السلمون,25
21:30,استرخاء وتأمل,قبل النوم، خصص 10 دقائق للاسترخاء من خلال تمارين التنفس العميق.  استنشق ببطء عبر الأنف واحبس أنفاسك قليلاً ثم زفر ببطء عبر الفم. كرر العملية عدة مرات. #استرخاء #تأمل #تنفس,25
07:00,تحفيز صباحي,صباح الخير أبطال!  يومنا رقم 26 من 100، دعونا نركز اليوم على قوة العقل والجسد معاً.  لتحقيق أهدافنا، لنبدأ بيوم من الطاقة الإيجابية والتركيز على كل خطوة.  دعونا نبدأ بتمرين التنفس العميق لمدة 5 دقائق؛ استنشق ببطء من أنفك، واحبس نفسك قليلاً، ثم زفر ببطء من فمك.  كرر ذلك 10 مرات لتفعيل جهازك العصبي.,26
08:00,وجبة الفطور,وجبة الفطور:  شوفان (غني بالألياف التي تساعد على الهضم وتنظم مستوى السكر في الدم) مع نصف كوب من التوت البري (غني بمضادات الأكسدة)  وملعقتين كبيرتين من بذور الكتان (غنية بالأوميغا 3 المفيدة للقلب)  مع كوب من الماء.  استمتع بوجبتك الصحية واللذيذة!,26
09:00,معلومة علمية,هل تعلم أن نقص فيتامين د يرتبط بزيادة خطر الإصابة بالاكتئاب؟  فيتامين د ضروري لامتصاص الكالسيوم، وهو أساسي لصحة العظام، كما يلعب دورًا مهمًا في وظائف الدماغ والمناعة.  تعرض نفسك للشمس لمدة 15 دقيقة يوميًا، أو تناول أغذية غنية بفيتامين د، مثل السلمون وبيض الدجاج.,26
10:00,تحدي رياضي,تحدي اليوم: تمارين القوة.  قم بـ 3 جولات من كل تمرين ب 10-12 تكرار:  1- القرفصاء (تقوية عضلات الساقين والأرداف)، 2- الضغط على الحائط (تقوية عضلات الصدر والكتفين)، 3- تمرين البلانك (تقوية عضلات البطن والظهر).  استرح لدقيقة بين كل جولة.  ركز على الشكل الصحيح لتجنب الإصابات.,26
13:00,وجبة الغداء,وجبة الغداء: سلطة خضراء كبيرة مع صدور دجاج مشوية (غنية بالبروتين)، أفوكادو (غني بالدهون الصحية)، جزر مبشور (غني بالفيتامينات والمعادن)، وقطعة صغيرة من خبز القمح الكامل.  هذه الوجبة ستمنحك الطاقة اللازمة لبقية يومك.,26
15:00,معلومة علمية,أهمية النوم الكافي:  يُحسّن النوم وظائف المخ، ويعزز جهاز المناعة، ويُساعد على تنظيم وزن الجسم.  سعي للحصول على 7-9 ساعات من النوم كل ليلة.  ابتعد عن الأجهزة الإلكترونية قبل النوم بساعة، واستمتع بقراءة كتاب أو الاسترخاء.,26
17:00,وجبة العشاء,وجبة العشاء: سمك مشوي (غني بأحماض أوميغا 3 الدهنية) مع خضار مشوية مثل البروكلي والقرنبيط (غنية بالألياف ومضادات الأكسدة)،  وكوب من الشاي الأخضر (غني بمضادات الأكسدة).  وجبة خفيفة ومغذية.,26
19:00,استرخاء وتأمل,وقت الاسترخاء:  استمتع بـ 15 دقيقة من اليوجا أو التأمل.  ركز على تنفسك، وشعر باسترخاء جسمك وعقلك.  يمكنك الاستماع إلى موسيقى هادئة لتعزيز شعور الاسترخاء.,26
21:00,وجبة خفيفة قبل النوم,وجبة خفيفة قبل النوم:  زبدة الفول السوداني (غنية بالبروتين والدهون الصحية) مع تفاحة.  تجنب تناول وجبات ثقيلة قبل النوم.,26
22:00,رسالة مساء,قبل النوم، اكتب 3 أشياء تشعر بالامتنان لها اليوم.  هذا يساعد على تحسين مزاجك والنوم بشكل أفضل.  ليلة سعيدة!,26
07:00,تحفيز صباحي,صباح الخير! يومك رقم 27 من رحلة الـ 100 يوم!  ركز اليوم على  قوة إرادتك و قدرتك على تحقيق أهدافك الصحية.  ابدأ يومك بكوب من الماء الدافئ مع الليمون لتنشيط عملية الأيض.  تذكر، كل خطوة صغيرة تقربك من هدفك الأكبر!,27
08:00,وجبة الفطور,وجبة فطور اليوم: شوفان (غني بالألياف التي تساعد على الهضم وتحسين مستوى الكوليسترول) مع زبادي يوناني (غني بالبروتين لبناء العضلات) وتوت أزرق (غني بالمواد المضادة للأكسدة لحماية الخلايا من التلف).  أضف بعض المكسرات (مثل اللوز أو الجوز)  للحصول على دهون صحية.  استمتع بوجبتك الصحية واللذيذة!,27
09:30,معلومة علمية,هل تعلم أن النوم الجيد يعزز صحة الجهاز المناعي؟  أثناء النوم، ينتج الجسم السيتوكينات، وهي بروتينات تساعد في مكافحة الالتهابات والأمراض.  ساعة نوم إضافية كل ليلة  تحدث فرقاً كبيراً في مستوى طاقتك ومناعة جسمك.,27
11:00,تحدي رياضي,تحدي اليوم: تمرين القرفصاء (Squats).  قم بأداء 3 جولات، كل جولة تتكون من 15 قرفصاء.  ركز على الحفاظ على ظهرك مستقيم وركبتيك متوازيتين مع أصابع قدميك.  القرفصاء يعزز قوة عضلات الساقين والأرداف ويحسن التوازن.,27
13:00,وجبة الغداء,وجبة غداء اليوم: سلطة كبيرة تحتوي على الخضار الورقية (كالسبانخ والخس، غنية بالفيتامينات والمعادن)،  دجاج مشوي (بروتين عالي الجودة)،  أفوكادو (غني بالدهون الصحية المفيدة للقلب)،  وبذور الكتان (مصدر ممتاز للأوميغا 3).  استمتع بطعمها اللذيذ وقيمتها الغذائية العالية!,27
15:00,معلومة علمية,الماء ضروري لصحة الجلد!  يساعد الماء على ترطيب البشرة من الداخل، مما يجعلها نضرة وصحية.  تناول كمية كافية من الماء يوميًا يساعد على تقليل ظهور التجاعيد وعلامات الشيخوخة المبكرة.,27
16:30,وجبة خفيفة,وجبة خفيفة: حفنة من اللوز (غنية بالفيتامين E  ومضادات الأكسدة) مع قطعة من الفاكهة (مثل التفاحة أو البرتقال، غنية بالفيتامينات والألياف).,27
18:00,وجبة العشاء,وجبة عشاء اليوم: سمك مشوي (غني بأحماض أوميغا 3 الدهنية المفيدة للقلب والدماغ) مع خضار مشوية (مثل البروكلي والقرنبيط، غنية بالفيتامينات والمعادن) وكمية قليلة من الأرز البني (غني بالألياف). تجنب تناول الطعام قبل النوم بساعتين على الأقل.,27
20:00,استرخاء وتأمل,استرخِ الآن! جرب تمارين التنفس العميق لمدة 10 دقائق.  استنشق ببطء من أنفك، واحبس أنفاسك لبضع ثوان، ثم زفر ببطء من فمك.  كرر ذلك عدة مرات. يساعد هذا على تهدئة الجهاز العصبي وتقليل التوتر.,27
21:00,نصيحة قبل النوم,قبل النوم، اكتب 3 أشياء أنت ممتن لها اليوم.  هذا يساعد على تحسين مزاجك والنوم بشكل أفضل.  حاول قراءة كتاب أو الاستماع إلى موسيقى هادئة قبل النوم.,27
07:00,تحفيز صباحي,صباح الخير! يومك رقم 28 من 100!  ركز اليوم على قوة ذهنك.  قبل البدء بيومك، خصص 5 دقائق للتأمل الواعي، ركز على تنفسك، ولاحظ أفكارك دون أن تحكم عليها. هذا يعزز تركيزك ويساعدك على اتخاذ قرارات أفضل طوال اليوم.,28
08:00,وجبة الفطور,وجبة فطور اليوم: شوفان (مصدر ألياف ممتازة لتنظيم الهضم) مع نصف كوب من التوت البري (غني بمضادات الأكسدة) وربع كوب من الجوز (مصدر أحماض دهنية أوميغا 3 المفيدة للقلب) ورشة من القرفة (للتحكم في مستوى السكر في الدم).  استمتع بوجبتك الصحية!,28
09:30,معلومة علمية,هل تعلم أن نقص فيتامين د يرتبط بزيادة خطر الإصابة بالاكتئاب؟  تعرض نفسك لضوء الشمس لمدة 15-20 دقيقة يوميًا، أو تناول مكملات فيتامين د بعد استشارة طبيبك،  للحفاظ على صحة عظامك ومزاجك.,28
11:00,تحدي رياضي,تحدي اليوم: تمارين تقوية عضلات البطن.  قم بـ 3 جولات من كل تمرين، مع 15 تكرارًا لكل جولة:  (1) تمرين البلانك (ثبات الجسم)، (2) رفع الركبتين للصدر، (3) تمارين الدراجة. هذه التمارين تقوي عضلات البطن وتحسن وضعية الجسم.,28
13:00,وجبة الغداء,وجبة غداء صحية: سلطة كبيرة تحتوي على خس روماني (غني بالفيتامينات والمعادن)، دجاج مشوي (مصدر بروتين عالي الجودة)، أفوكادو (مصدر دهون صحية)،  وخيار (غني بالماء ومفيد للترطيب).  تجنب إضافة الكثير من الزيوت أو الصوصات.,28
15:00,نصائح صحية,نصيحة اليوم:  اشرب كمية كافية من الماء طوال اليوم.  يساعد الماء على تنظيم درجة حرارة الجسم، ويساعد الكلى على التخلص من السموم، ويحسن عملية الهضم.  هدفك اليوم هو شرب 8 أكواب من الماء على الأقل.,28
17:00,وجبة العصر,وجبة عصر خفيفة:  زبادي يوناني (غني بالبروتين) مع ملعقتين من العسل وبعض حبات اللوز (مصدر للفيتامين E والألياف).  وجبة صحية ومغذية ستمنحك الطاقة اللازمة لبقية اليوم.,28
19:00,وجبة العشاء,وجبة عشاء صحية: سمك مشوي (مصدر ممتاز لأحماض أوميغا 3 الدهنية) مع أرز بني (غني بالألياف) وسبانخ مسلوق (مصدر جيد للحديد وفيتامين أ). تجنب تناول الطعام قبل النوم بساعتين على الأقل.,28
21:00,استرخاء وتأمل,وقت الاسترخاء:  مارس تقنية الاسترخاء العضلي التدريجي.  شدّ كل مجموعة عضلية في جسمك لمدة 5 ثوانٍ، ثم ارخيها لمدة 30 ثانية. كرر هذا مع جميع مجموعات العضلات.  سيساعدك هذا على تخفيف التوتر وتحسين نومك.,28
07:00,تحفيز صباحي,صباح الخير! يومك رقم 29 من 100! اليوم نركز على قوة العقل والجسم.  ابدأ يومك بكأس من الماء الدافئ مع الليمون لتنشيط عملية الأيض.  تذكر، كل خطوة صغيرة تقربك من هدفك.,29
08:00,وجبة الفطور,وجبة فطور اليوم:  شريحتان من خبز القمح الكامل مع ملعقتين من زبدة الفول السوداني (غنية بالبروتين والألياف)،  حبة أفوكادو (مصدر ممتاز للأحماض الدهنية الصحية)،  وصغيرة من الطماطم (غنية بالليكوبين ومضادات الأكسدة).  هذه الوجبة ستمدك بالطاقة اللازمة لبداية يومك بنشاط.,29
09:30,معلومة علمية,هل تعلم أن نقص فيتامين د يرتبط بزيادة خطر الإصابة بالاكتئاب؟  تعرض جسمك للشمس لمدة 15 دقيقة يوميًا (مع استخدام واقي شمس مناسب)  يساعد على إنتاج فيتامين د بشكل طبيعي، مما يعزز المزاج والصحة النفسية بشكل عام.,29
11:00,تحدي رياضي,تحدي اليوم: تمارين اليوجا لمرونة العمود الفقري.  قم بـ 3 جولات من كل تمرين، مع تكرار كل تمرين 10 مرات:  (1) تمارين القطط والبقرة، (2)  ثني الظهر للأمام، (3)  التواءات الجذع.  هذه التمارين تزيد من مرونة العمود الفقري وتقوي عضلات الظهر.,29
13:00,وجبة الغداء,وجبة غداء صحية: صدور دجاج مشوية (بروتين عالي الجودة)، كوب من الأرز البني (غني بالألياف والمعادن)، وسلطة خضراء مع زيت زيتون (مصدر للأحماض الدهنية غير المشبعة).  تناول وجبة متوازنة يساعد على الحفاظ على مستويات الطاقة.,29
15:00,معلومة علمية,أهمية شرب الماء: الماء ضروري لجميع وظائف الجسم، بما في ذلك تنظيم درجة حرارة الجسم، ونقل المغذيات، وإزالة السموم.  هدفك اليوم شرب 8 أكواب من الماء على الأقل.  تذكر أن الجفاف يمكن أن يؤدي إلى التعب والصداع.,29
17:00,وجبة العصر,وجبة عصر خفيفة:  حبة من التفاح (غنية بالألياف والفيتامينات) مع كوب من الزبادي اليوناني (غني بالبروتين).  هذه الوجبة ستساعدك على تجنب الشعور بالجوع قبل العشاء.,29
19:00,وجبة العشاء,وجبة عشاء خفيفة وصحية:  سلطة كبيرة من الخضراوات الورقية مع سمك مشوي (غني بأحماض أوميغا 3 الدهنية) وكمية صغيرة من زيت الزيتون.  تناول العشاء قبل ساعتين على الأقل من النوم.,29
21:00,استرخاء وتأمل,قبل النوم، خصص 15 دقيقة للاسترخاء.  استخدم تقنية التنفس العميق:  خذ نفسًا عميقًا من أنفك لمدة 4 ثوانٍ، أمسك نفسك لمدة 4 ثوانٍ، ثم أخرج الهواء ببطء لمدة 6 ثوانٍ.  كرر ذلك لمدة 10 دقائق لتحسين جودة نومك.,29
07:00,تحفيز صباحي,صباح الخير! اليوم هو يومنا للتركيز على قوة الجهاز الهضمي.  دعونا نبدأ يومنا بنية إيجابية وهدف واضح: تعزيز صحة أمعائنا.  تذكر، صحة الأمعاء هي أساس صحة الجسم بأكمله.  لنبدأ بتمرين بسيط: 5 دقائق من تمارين التنفس العميق لتنشيط الجسم وتقوية الجهاز العصبي.,30
08:00,وجبة الفطور,وجبة فطور اليوم:  شريحتين من خبز القمح الكامل (غني بالألياف التي تغذي البكتيريا النافعة في الأمعاء)،  بيضة مسلوقة (مصدر ممتاز للبروتين)،  ملعقة كبيرة من زبدة الفول السوداني (مصدر للدهون الصحية والبروتين)،  حبة تفاح متوسطة الحجم (غنية بالألياف والفيتامينات).  تذكر أن  الهدف هو تناول وجبة متوازنة تحتوي على الكربوهيدرات المعقدة والبروتين والدهون الصحية والألياف.,30
09:30,معلومة علمية,هل تعلم أن  تنوع البكتيريا في أمعائك يؤثر بشكل مباشر على صحتك العقلية والجسدية؟  البكتيريا النافعة تساعد في الهضم، تعزز مناعة الجسم، وتنتج فيتامينات أساسية.  تناول الأطعمة الغنية بالألياف  مثل الفواكه والخضروات والحبوب الكاملة  يساعد على نمو هذه البكتيريا.,30
11:00,تحدي رياضي,تحدي اليوم:  تمرين الكارديو الخفيف لمدة 30 دقيقة.  يمكنك المشي السريع، الركض الخفيف، أو ركوب الدراجة.  ركز على التنفس بشكل صحيح  واستمتع بالحركة. الفائدة: تحسين الدورة الدموية، حرق السعرات الحرارية، وتحسين المزاج.,30
13:00,وجبة الغداء,وجبة غداء اليوم: صدور دجاج مشوية (مصدر بروتين عالي الجودة)، كوب من الأرز البني (غني بالألياف والمعادن)، سلطة خضراء كبيرة مع خيار وطماطم وزيت زيتون (مصدر للفيتامينات والمعادن والألياف والدهون الصحية).  تذكر شرب الكثير من الماء خلال وجبتك.,30
15:00,معلومة علمية,البروبيوتيك  هي بكتيريا نافعة تعزز صحة الجهاز الهضمي.  توجد في الأطعمة المخمرة مثل الزبادي والكمbucha.  تناول هذه الأطعمة بانتظام  يساعد على استعادة توازن البكتيريا في أمعائك.,30
17:00,وجبة العشاء,وجبة عشاء اليوم:  شوربة العدس (غنية بالألياف والبروتين)،  خبز قمح كامل، سلطة صغيرة. العدس مصدر ممتاز للألياف  التي تساعد على تنظيم حركة الأمعاء.,30
19:00,استرخاء وتأمل,وقت للاسترخاء!  مارس تقنية الاسترخاء العضلي التدريجي: شد كل مجموعة عضلية في جسمك لمدة 5 ثوان، ثم ارخيها لمدة 30 ثانية.  كرر ذلك لكل مجموعة عضلية.  ستشعر بالهدوء والاسترخاء.,30
21:00,وجبة خفيفة قبل النوم,وجبة خفيفة قبل النوم: كوب من اللبن الرائب مع القليل من العسل. اللبن الرائب غني بالكالسيوم والبروتين  وهو مفيد لصحة العظام والأسنان.,30
22:00,استرخاء وتأمل,قبل النوم، خصص 10 دقائق للقراءة أو الاستماع إلى موسيقى هادئة.  ابتعد عن الشاشات لتضمن نومًا هادئًا ومريحًا.,30
07:00,تحفيز صباحي,صباح الخير أبطالي! يومنا رقم 31 من 100، دعونا نحتفل بإنجازنا ونستمر في رحلتنا نحو صحة أفضل.  اليوم، تركّز على قوة إرادتك في اتخاذ خيارات صحية، حتى لو كانت صغيرة.  ابدأ بيومك بكوب من الماء الدافئ مع الليمون لتنشيط جهازك الهضمي.,31
08:00,وجبة الفطور,وجبة فطور غنية بالألياف والطاقة:  شريحتان من خبز القمح الكامل مع ملعقتين كبيرتين من زبدة الفول السوداني (غنية بالبروتين والأحماض الدهنية غير المشبعة)، حبة تفاح متوسطة الحجم (غنية بالألياف وفيتامين C)، و كوب من الشاي الأخضر (غني بمضادات الأكسدة).  يمنحك هذا الفطور طاقة تدوم طويلاً ويساعد على تحسين الهضم.,31
10:00,معلومة علمية,هل تعلم أن النوم الجيد ضروري لصحة الأمعاء؟  أثبتت الدراسات وجود علاقة وثيقة بين اضطرابات النوم ومشاكل الجهاز الهضمي.  سعي للحصول على 7-9 ساعات نوم يوميًا لتعزيز صحة أمعائك.,31
12:00,وجبة الغداء,وجبة غداء متوازنة: صدور دجاج مشوية (بروتين عالي الجودة)، كوب من الأرز البني (غني بالألياف والمعادن)، وخضروات مشكلة مثل الجزر والبروكلي والسبانخ (غنية بالفيتامينات والمعادن ومضادات الأكسدة).  تجنب إضافة الكثير من الملح والزيوت.,31
14:00,تحدي رياضي,تحدي اليوم: تمرين الضغط (Push-ups).  ابدأ بـ 3 جولات من 10 تكرارات لكل جولة، مع راحة دقيقة بين الجولات.  ركز على الشكل الصحيح للتمرين لتجنب الإصابات.  تمرين الضغط يقوي عضلات الصدر والكتفين والذراعين، ويحسن من قوة الجسم بشكل عام.,31
16:00,وجبة خفيفة,وجبة خفيفة صحية: حفنة من اللوز (غني بالدهون الصحية والبروتين والألياف) مع قطعة من الفاكهة مثل الموز (غني بالبوتاسيوم).  تجنب الوجبات الخفيفة المصنعة.,31
18:00,معلومة علمية,تناول كمية كافية من الماء أمر بالغ الأهمية لصحة الكلى ووظائف الجسم المختلفة.  يساعد الماء على طرد السموم، تنظيم درجة حرارة الجسم، ويساهم في العديد من العمليات الحيوية.  هدفك اليوم هو شرب ما لا يقل عن 2 لتر من الماء.,31
20:00,وجبة العشاء,عشاء خفيف وسهل الهضم: حساء العدس (غني بالبروتين والألياف)، وسلطة خضراء مع زيت الزيتون (غني بالأحماض الدهنية غير المشبعة).  تجنب تناول الطعام قبل النوم مباشرة.,31
21:00,استرخاء وتأمل,استرخاء قبل النوم: مارس تقنية التنفس العميق لمدة 10 دقائق.  استنشق ببطء من أنفك، واحبس نفسك لبضع ثوان، ثم زفر ببطء من فمك.  كرر العملية، وركز على شعورك بالاسترخاء والهدوء.  هذا يساعد على تحسين نوعية نومك.,31
07:00,تحفيز صباحي,صباح الخير! يومك 32 من 100!  ركز اليوم على قوة إرادتك.  تحدي اليوم: شرب لتر ونصف من الماء قبل الساعة 12 ظهراً.  هذا سيساعدك على تحسين عملية الأيض وزيادة الطاقة طوال اليوم.,32
08:00,وجبة الفطور,وجبة فطور غنية بالألياف:  شوفان (مصدر ممتاز للألياف التي تعزز الهضم وتمنح الشعور بالشبع)،  موزة (غنية بالبوتاسيوم المهم لصحة القلب)،  ملعقتان كبيرتان من بذور الكتان (غنية بالأوميغا 3 المفيدة لصحة القلب والدماغ)،  قليل من العسل (مصدر للطاقة).  الهدف:  بدء يومك بطاقة مستدامة وصحية.,32
